peopleAhead,activeCounters,hour,dayOfWeek,queueLength,eta
32,3,20,3,33,55.229793544123545
32,3,19,4,45,68.05628116994367
25,5,18,4,37,40.810674690132956
27,2,14,5,29,62.0957323161265
43,3,9,6,46,64.70065853873182
42,1,20,6,45,180.80324910591878
30,4,9,3,31,42.13374746110267
0,2,20,3,1,0.27188648188856523
19,5,19,3,23,26.22309680840532
11,3,20,3,22,22.7480294617997
16,3,16,4,25,28.791681331704513
14,3,13,0,17,20.02551745262282
33,4,16,5,45,45.241032057761714
49,2,20,1,50,105.63400910544115
15,3,12,2,18,37.54611337886429
3,4,19,3,15,7.29679275683689
7,1,8,1,14,32.81118831410644
33,2,9,1,40,76.24501327194014
45,5,10,0,59,49.68413867955848
24,2,17,0,33,58.233383602140094
14,3,15,4,22,29.37758675142484
27,5,18,1,39,46.23627811913823
8,2,10,4,21,19.653390603520325
1,5,10,4,3,0.0
16,2,20,1,17,39.446707796541965
9,1,14,0,14,36.43601188773061
8,1,16,4,20,33.50460275404246
30,1,11,3,31,122.45572810445506
1,2,19,6,14,10.147704041477315
23,5,11,5,24,22.593384213516615
18,1,16,6,26,66.3137600758881
16,4,12,0,27,30.119650743643895
42,4,13,2,51,66.3355708584483
48,1,14,4,50,172.84608532549177
9,1,13,1,10,47.10021326429019
49,3,19,3,63,96.05725965145446
27,4,20,4,29,41.222736918463454
37,4,9,0,49,37.59767903047246
47,1,16,0,48,198.90554046192258
27,3,9,1,32,45.96121065687185
49,5,16,6,63,59.815528719513736
49,3,20,6,60,67.39691874907798
0,3,13,1,4,8.853678745961211
2,4,12,3,11,10.526144610797658
14,1,15,5,24,74.53834403964123
9,1,9,2,23,38.81486363783545
20,1,8,6,32,82.87344330689635
36,3,14,2,44,68.697880005807
14,3,13,0,22,28.816788837678185
22,2,11,0,34,48.28275632059729
13,5,11,0,25,13.75417621658715
14,2,18,0,20,29.78645510191505
9,5,13,3,14,16.766315216137535
8,2,14,5,19,23.11272182866749
43,2,9,3,46,82.9213579421739
38,2,14,1,39,98.11634378698793
4,2,20,4,16,5.902320747961749
24,3,17,0,29,50.24420295976598
41,5,14,4,51,56.312503086684735
25,2,19,2,36,67.8854591227295
7,2,13,1,8,30.6948966909431
21,1,10,5,34,110.71698546005473
24,3,15,3,30,41.54703338434632
47,4,8,6,60,66.43670349431645
11,1,15,1,19,55.723841102147915
8,4,19,1,9,20.060417394023084
9,2,19,1,23,37.68716334861116
47,5,14,2,50,53.072837345101675
9,4,9,6,12,10.13950723886004
8,4,8,3,11,13.582777063660725
25,4,15,5,28,30.39632112491981
34,5,11,6,41,27.73001846561229
26,1,18,2,32,141.156468754895
30,3,20,6,38,60.4350521780307
18,5,19,4,27,25.599321130532818
42,1,17,1,44,181.65620551414585
37,2,19,4,39,74.8734129568786
5,1,17,4,13,28.967660768180313
14,4,16,2,23,19.668979270108718
28,1,19,5,31,151.0578198820813
46,1,18,5,59,229.42431060839237
44,2,11,4,48,117.65023929663435
4,2,20,6,5,9.334905782217527
13,1,18,0,21,57.11949893022151
1,5,20,3,9,1.1500650256938358
22,2,19,1,30,72.02515161395942
43,4,18,0,55,71.58839966032266
45,5,18,4,56,55.587671783401134
18,1,20,3,20,67.22066290393433
23,4,15,5,31,29.44422342784091
19,4,15,0,28,20.79492877686164
46,5,8,2,60,63.1749689510189
26,1,12,4,30,136.2569449142992
23,4,18,0,28,36.03544125519062
16,2,11,1,28,37.880238641407914
24,2,11,4,36,55.60826548592909
45,5,16,3,52,58.738766263351884
30,2,19,3,34,60.31419518228967
27,3,18,0,35,57.945133604517515
49,1,19,4,60,223.97945345737293
27,4,10,5,32,40.5517706950996
21,4,15,3,22,25.10639701266466
4,5,19,5,13,13.362509375658849
43,5,16,3,51,43.778361407400624
41,4,15,2,45,55.19433263860716
7,2,11,6,11,17.289219931131157
37,5,9,2,48,38.686320592650546
27,3,17,5,30,60.24364660971928
46,5,14,4,53,57.97082902557636
11,2,10,3,17,20.60006374897187
24,1,13,1,36,126.87201860806346
37,3,10,3,39,47.413191520747176
43,5,11,1,57,53.82246047413184
14,1,9,3,27,58.95498694536924
43,1,19,0,55,227.12353162081544
40,4,18,6,51,55.92319210322991
50,2,12,0,59,140.20446025449692
33,4,17,4,43,55.193613654558604
44,2,14,5,45,125.59424637750563
12,1,9,3,17,55.86698448248313
7,5,12,4,12,14.615104760784043
12,2,13,2,24,29.1288056822953
35,2,13,4,38,74.43991729519279
5,1,20,3,8,19.23205962705835
37,3,9,6,42,62.46844479109191
31,1,9,6,44,143.9937942768284
20,1,9,3,28,92.43386193644797
43,2,10,4,53,89.23251767311271
43,1,9,2,53,158.1525534931059
48,4,16,6,62,74.15259034075055
6,1,17,0,17,28.577220002975253
25,5,12,1,28,30.757227781925888
14,1,16,0,24,70.0011448508257
48,1,15,6,58,240.6523427810117
41,5,12,3,43,40.33997637546009
22,3,20,1,28,37.47515785586672
37,3,14,6,50,77.44630853201517
40,3,19,2,53,66.90744746795345
14,4,9,6,23,17.41482389445893
47,5,17,3,53,44.85810764059472
39,4,17,0,41,49.487678062721336
15,4,14,1,17,30.673298321662582
31,4,12,1,35,52.64046161429523
36,5,13,2,42,50.063145222405886
17,2,16,0,25,31.511692769986464
19,2,15,1,33,47.45011938449808
45,3,9,1,50,61.41835804934482
1,4,17,2,13,5.835260856563035
22,3,13,3,35,46.90540023743179
29,4,8,3,31,39.238082736447375
2,3,15,5,15,6.700464404076535
45,1,8,2,52,203.98164677793687
38,5,9,4,48,41.430936447967504
46,4,11,3,57,61.43851287156026
48,4,17,1,56,69.22056102193929
0,4,9,6,9,0.0
40,5,12,6,48,49.88186520954899
21,1,18,5,26,91.24840129713888
28,2,14,4,34,80.16897807176066
13,5,14,3,23,21.804539111794817
47,1,17,2,56,191.77823373867977
27,3,12,0,30,44.61220040060457
20,4,10,6,31,25.14150371072234
44,4,12,4,48,62.67733649909428
31,2,20,3,41,79.00594857863265
5,3,11,3,7,7.289337356582587
0,1,13,5,1,3.8657320854021275
20,3,8,5,27,25.38304169386901
3,3,8,6,17,5.0904994937057895
2,2,20,4,14,2.6711605748083818
48,1,15,2,54,179.19047643214356
29,2,13,2,40,80.41856806082892
30,1,16,1,35,123.02819346292421
33,5,17,2,37,49.34618340169647
18,5,19,6,22,26.240497498003116
19,4,19,5,33,34.496498212465596
22,2,8,0,23,42.62666263908995
39,5,14,0,46,52.56226234045248
24,3,8,6,32,37.92773995571934
14,3,19,3,26,31.78939405338191
37,5,14,3,46,39.48452612518612
22,2,14,2,32,51.600554102078426
1,4,20,2,10,3.3615554617973378
14,3,15,3,16,24.45772663032483
43,4,20,5,53,41.7503769121588
34,3,12,6,42,57.34470887866248
9,1,15,6,13,34.19327586963073
13,5,17,3,19,20.27951207359657
26,2,20,1,36,73.53488552123025
13,3,12,3,20,31.107719133300925
34,5,16,4,38,49.28472210293385
32,4,18,3,34,45.39428299248028
0,2,15,3,6,0.0
33,2,20,2,35,88.6914229710578
18,5,20,3,28,25.800838340685793
23,5,18,2,33,33.62292948670264
41,5,14,4,54,65.0499582329943
3,1,20,4,7,20.625094045727927
35,1,14,0,49,161.17862593511066
12,2,10,6,15,22.519412116211257
31,5,13,6,37,33.64205401315066
8,1,13,6,15,41.34951151590616
38,2,18,0,48,96.92103776661038
15,3,12,1,22,39.4188109081806
49,5,9,5,63,55.97493377932062
2,1,20,2,7,9.856922383862253
19,2,17,0,26,44.23409696891709
9,5,14,4,23,18.683223269617304
21,2,12,4,24,55.18000732874767
47,3,9,5,50,71.49701230630912
2,2,20,2,15,10.729759719670433
10,2,11,6,24,26.430431325883266
24,3,19,0,27,46.34607808813207
41,4,18,6,53,50.370646160431406
47,5,8,4,50,58.63523204873503
7,3,19,5,19,22.49549555916929
8,3,19,3,11,18.824946974630965
14,5,15,6,25,18.916895652662152
31,2,12,2,39,61.03496737578002
2,1,15,6,12,8.02354799483392
3,5,8,1,14,11.461895819669875
29,3,15,4,39,41.95951446337943
12,2,20,2,24,28.76826792530125
43,4,12,5,54,68.42836159791513
20,2,14,2,22,50.27757414954819
40,1,10,3,45,161.9128500347979
45,2,20,4,58,121.78844347036194
18,1,20,1,26,87.0291587155609
38,4,10,5,50,52.142735804571295
47,4,20,6,58,56.19930034068264
21,2,16,1,35,59.72065922060487
19,5,14,2,22,24.52648767597251
36,5,18,0,48,50.783338632633615
30,5,13,4,31,39.11123701158482
9,4,11,1,16,15.377546306592755
17,1,12,1,18,101.44913384753734
42,3,15,4,55,61.08522580177549
38,2,8,0,51,89.5634761728678
45,1,9,3,55,225.64514996582247
19,3,10,3,26,28.817044275597333
17,4,18,4,31,29.001851856343844
10,3,12,6,19,22.665732772629145
21,4,20,6,33,29.12007391255805
43,4,18,1,55,72.69287868904566
17,1,15,0,24,89.5494702728699
33,5,12,1,42,39.3580247207989
22,5,12,2,34,36.335353218311404
0,1,13,4,7,8.686939708629083
9,2,16,4,20,22.266472863937064
0,4,16,1,8,8.958612123387462
37,2,16,2,44,95.52523998966363
38,4,19,6,52,47.15622933273932
48,4,18,0,53,73.15678311004946
8,5,18,5,13,10.840160038733075
30,5,20,0,39,33.958193977895625
6,4,12,3,14,16.816185894807735
16,5,13,4,23,28.977411121161303
34,5,14,2,36,39.4878553613304
47,3,10,3,53,84.4517815441899
36,3,20,2,42,62.506101175351
17,4,8,4,25,20.824822858178
32,5,9,2,35,40.088860073930746
3,3,11,3,12,6.595775524411218
22,2,16,6,24,51.74635244602279
10,4,8,1,16,21.240846536521303
8,4,20,1,13,18.146866435593488
29,2,13,5,35,62.905514662160634
7,4,11,1,21,20.174450208467903
39,5,13,3,40,45.06798878017063
4,3,9,5,17,12.97312505853058
11,1,9,4,24,54.38767859449243
0,3,14,6,7,5.271781312485835
14,2,12,4,21,36.897590064088604
24,1,13,1,26,113.70875390110038
17,5,11,0,26,15.376384126373507
37,5,8,4,43,43.470323038140144
41,3,15,3,54,78.29324868620107
45,4,8,4,58,56.00999073473857
25,4,15,3,26,29.521824032430136
39,2,18,5,44,107.91067402438252
2,4,8,1,12,9.984313769800313
21,5,17,5,35,27.998894828833443
25,1,17,3,38,103.39629016680743
18,3,11,2,25,30.698799231061887
43,3,13,3,53,91.29398368279074
43,3,8,2,55,58.7936860512428
46,4,16,4,59,62.0305290044807
38,1,14,6,46,185.20136267505856
35,4,8,6,39,46.291449114072016
20,4,17,1,29,39.158834277638434
40,5,9,0,52,49.1080213658773
47,5,12,6,52,52.53274370073055
25,4,10,2,28,32.780462072317995
12,2,8,2,13,26.89593016307813
35,2,12,6,44,70.0103847336523
23,2,15,0,26,49.605449092580486
40,4,19,4,51,62.47199609686808
25,1,8,6,35,96.39059423869773
20,2,13,5,23,60.313661761787685
17,5,8,1,24,20.766558101334557
14,3,15,0,26,21.378067573498164
14,3,12,2,17,35.626405675228845
5,4,10,1,17,11.045010072850749
42,3,19,6,48,74.07590046488487
30,4,19,1,35,57.32354341023222
27,3,19,5,36,46.092069777076375
7,1,15,0,21,33.94541618075125
28,1,17,5,36,120.60058111578749
20,1,15,1,22,77.87491897092306
16,1,10,6,18,62.3876335888951
48,2,14,3,49,122.37475979178545
23,5,8,1,24,34.58477442953378
49,1,10,2,60,179.82681082570244
35,2,14,0,36,97.906810873803
30,4,10,6,36,42.612326034890884
46,3,18,6,53,81.2248379050673
33,3,14,3,42,50.68468393552069
1,2,10,1,2,5.923375465717371
41,3,10,3,45,73.35291613410891
2,1,9,0,14,11.118776143565237
29,3,12,2,36,51.584620837130494
7,1,18,3,14,38.16082201070285
6,1,8,0,19,29.07755758592796
11,3,18,4,14,24.388543980131296
18,2,19,2,23,55.425574623235946
25,4,11,5,36,43.97582593823055
27,2,19,4,35,65.31774292955022
14,5,19,3,28,19.498496329750235
13,5,18,0,18,16.734959270133565
47,1,11,3,49,228.71040890737174
13,1,17,3,21,68.7660149224629
2,2,10,6,4,0.0
49,2,12,4,61,130.65747370247715
28,1,11,3,30,138.6020349941157
5,4,15,2,11,7.197951011539819
48,4,18,2,60,74.54746978152691
22,5,15,6,32,17.865965037448305
27,4,17,3,36,45.09760503372811
13,3,8,3,18,17.38809203269889
13,1,15,2,15,64.01959767275731
19,2,18,6,26,41.717410091732354
12,1,20,2,23,50.73712601256075
26,3,16,6,33,45.93313099911875
34,4,11,3,39,44.55969716947683
44,1,18,6,49,167.18550870114103
1,3,15,6,7,0.0
40,4,19,5,45,58.071741283120076
44,5,16,5,53,58.78696192388875
39,5,9,6,44,47.156324831097656
47,5,20,1,55,52.00393427896838
23,3,18,2,27,54.53394632875526
28,3,16,1,37,56.3122863389361
2,2,13,1,14,17.417714618088425
44,2,16,4,50,120.10464719675592
3,5,18,2,17,11.133736731849577
49,1,18,2,52,215.90170178612425
1,4,15,6,9,1.1073984028002113
19,2,11,2,27,47.67906077984577
14,4,18,2,24,25.161961217467375
48,1,14,4,49,240.66325256921843
31,5,10,4,39,34.75746948505647
41,4,8,0,44,48.41077927886105
0,5,11,5,14,0.26952524219510043
37,4,11,5,49,46.07765639077495
34,1,20,4,39,164.28651579993854
50,2,20,5,51,120.82760313692292
6,3,12,2,16,7.293334792564642
44,5,20,1,49,55.04946342921597
12,2,11,2,14,22.191314147416556
48,4,16,2,54,49.836934548338014
0,2,12,1,6,9.830245971666493
13,3,12,1,15,28.120116553000933
28,5,15,5,40,38.744423635758324
2,5,14,3,15,11.943818491412463
45,2,19,4,49,118.52650539718353
23,1,9,0,30,96.92912213094067
0,4,8,5,8,0.11271141767658821
47,2,8,4,56,114.07891697372337
9,1,8,6,10,33.08257806995865
12,5,17,4,19,21.131985274861847
35,4,20,0,46,45.061735239541704
8,5,13,1,15,19.794242157450793
13,3,12,1,25,38.60637493234305
35,1,16,6,49,172.53343143564473
9,3,13,5,13,26.3035107710496
39,3,17,5,52,69.47439098173906
22,3,17,6,31,36.58552985887948
34,1,19,6,37,177.88567784726658
6,4,19,6,15,13.521420852574044
41,5,12,2,47,48.86630568703616
34,4,20,0,38,45.00987857379397
1,4,14,5,12,7.279980363957611
14,4,12,6,22,25.683297371718286
8,5,8,2,10,8.64461183800243
46,5,16,3,54,46.854154603210276
16,1,11,6,30,70.92897648849856
38,2,12,1,39,81.99509336778337
17,5,20,3,29,22.65619984293141
14,5,11,4,26,20.9311425996625
17,2,13,6,20,44.69527396600343
23,5,16,4,35,24.237009298072792
22,4,8,0,25,25.216194888871883
11,5,11,0,19,12.905034308718198
22,1,17,1,29,97.49116377988614
20,5,10,0,31,23.18789729925233
25,2,10,1,38,67.52428089329527
7,4,19,3,8,13.056542475827516
29,2,15,0,32,56.25336966443933
33,5,15,4,45,33.43467826299499
1,5,14,1,3,12.60962973368789
4,1,17,3,17,31.726146122401992
30,4,19,2,36,45.077026663257215
32,5,12,1,40,47.794605077263896
3,1,9,4,14,19.829310253792194
5,1,12,0,6,25.36820768674775
22,2,11,3,29,46.70728670955574
44,4,15,5,51,51.0619858321283
18,3,13,2,25,38.32138108504778
42,1,8,6,55,199.1830014008286
44,3,12,0,47,81.75076029769453
7,2,15,1,9,22.509941572722525
38,1,8,4,51,138.39531278947658
12,4,8,2,13,15.279466732810473
0,3,19,2,2,4.58232946516067
5,4,19,0,9,13.919195558318116
6,3,10,6,16,13.360137075106692
47,2,20,3,51,134.34369623042966
26,1,8,4,35,110.86699801262945
14,1,13,3,20,65.55601009138724
33,2,20,3,41,67.17497164657202
22,5,12,3,25,25.12133814765348
47,3,19,0,53,76.81370797421154
48,3,12,3,50,89.05668639596031
23,5,10,2,31,27.982793818147808
14,2,9,5,15,40.41739110034556
34,4,8,4,44,43.2278842310039
3,4,9,2,6,4.8280109552237835
43,2,17,6,56,106.58851370163411
36,4,16,1,46,58.3229381860668
16,2,17,3,22,42.672882916546904
30,3,12,3,41,46.36314384906726
37,3,19,6,43,64.95056728239261
9,5,18,6,16,19.114224624630676
49,2,15,5,63,126.79251777985625
26,4,10,0,29,36.37827713848485
41,2,12,6,49,88.6794356496979
5,1,19,0,12,26.917978191007112
5,5,14,6,11,10.888498583643377
14,1,19,1,22,65.96788125012435
3,5,9,4,8,7.510216895236084
47,5,10,2,57,54.183564377787555
39,5,10,4,49,46.15023563210038
6,1,18,6,12,33.88865518704125
50,5,16,1,56,67.48871864158868
48,2,18,4,51,108.02033429576893
44,2,8,0,46,121.68922139683198
46,1,20,6,59,195.65652257968154
25,3,16,2,32,45.5493524452005
30,3,8,5,40,43.8702311651575
1,1,19,6,7,13.178462938171817
27,5,17,2,29,32.967592946136634
41,5,14,3,45,57.574388102486125
12,5,19,3,15,21.267945719970104
17,1,18,0,20,79.38553370745532
29,5,11,3,37,29.802556575007344
10,2,17,3,22,28.97918416800901
12,5,15,6,14,9.108506236387873
50,1,8,6,64,182.5219741333648
23,5,8,0,30,26.73428151312788
28,2,13,6,30,59.879922000335156
4,1,12,4,11,23.293505812738097
34,3,12,4,47,69.9334107824516
18,1,9,1,27,89.55693776070385
12,4,9,6,21,12.232942013954379
4,3,11,2,15,10.35654948179605
43,3,9,4,47,57.81779156629802
13,1,11,0,18,45.9762840629749
37,4,12,5,45,52.70397442401123
21,3,11,2,31,43.883581557064
8,5,13,1,22,15.811992372836716
48,4,19,2,55,68.97531486577736
39,4,20,3,43,53.8581217301489
25,1,10,0,38,130.16948246154337
44,1,9,6,46,197.47382801032506
4,1,8,1,6,22.985209041716402
28,4,12,6,34,34.91857898307069
21,2,11,6,30,46.783816998085506
48,1,16,1,50,230.52032198776493
2,2,17,1,13,16.5904482042902
27,3,8,0,32,37.59885974483681
37,5,16,1,40,47.6237345696372
13,5,15,3,17,13.765940015948408
46,2,17,3,58,125.213894682528
13,4,19,4,15,20.2283951271482
42,5,19,6,55,54.04303859076295
10,2,18,1,16,37.55731701269664
8,1,11,2,10,34.235308385401126
37,2,18,1,40,78.06777534711323
46,3,20,2,55,88.73270984380684
43,2,9,3,54,114.79700875275503
5,1,10,3,11,18.41417340101323
0,2,17,5,13,10.952927880345028
24,1,16,6,35,83.93780240255363
15,1,17,3,25,58.302295365659894
14,3,9,0,20,25.0012296973224
33,3,15,2,34,46.591011158941505
16,5,17,4,21,21.690531762924326
2,1,8,1,9,14.434699379904249
2,1,11,6,13,10.294937169360331
36,1,10,2,50,182.79596608753556
16,5,20,2,21,15.842589202232707
48,4,17,5,57,77.56925520039387
37,3,9,3,47,51.78487334894012
0,3,10,0,12,0.0
6,1,10,2,15,33.00030696453211
25,5,16,0,27,27.856120721749225
46,1,10,6,54,222.5473488008356
38,3,16,0,47,50.46184147543524
18,5,11,5,22,20.36982592632125
29,2,8,0,41,60.71724395131041
42,3,15,1,55,90.0642911643967
13,2,17,2,15,37.54103953884933
12,4,12,3,21,23.521248522564555
19,2,9,2,23,48.383689133110245
25,5,16,6,27,24.198652862835704
26,2,14,6,30,75.52193622624853
24,4,13,6,30,40.00924465093306
8,3,9,0,13,12.010418241650028
40,4,13,2,51,54.95219684641243
47,5,19,3,53,72.70718017654912
11,2,14,5,21,34.05842481795136
9,2,19,3,17,29.342948081107206
5,5,12,5,17,13.917658732680328
49,1,12,5,58,238.70714722516755
33,5,19,5,41,38.92152435305003
40,5,11,0,48,38.90131947371363
18,4,17,3,24,35.165845074055596
5,4,19,0,18,12.977497315540495
1,5,8,5,14,4.992600485893258
14,3,17,2,15,32.71403909752243
16,2,14,4,19,51.10736915675085
15,5,10,2,28,21.42415158889321
27,1,12,4,32,126.19781788887902
20,2,20,6,30,53.831475705134984
7,3,20,2,8,9.795546659000182
9,5,15,3,22,14.862977897228058
9,3,9,2,10,15.018791955220367
49,2,11,2,56,123.74140494340564
9,1,16,5,20,47.13994660125245
8,2,18,2,10,23.29537888423507
27,2,20,1,32,59.665417019197434
23,5,9,5,37,23.401879101228282
18,2,15,5,22,31.981407482084812
32,5,16,6,40,38.490710328930774
3,5,19,1,14,17.024999626808476
2,3,10,4,14,2.986423648085145
41,1,12,5,52,195.66579206953148
11,5,11,1,12,16.1330611243876
17,4,17,1,26,37.88383445807601
22,3,20,5,31,33.35928166774914
19,5,17,5,23,24.904051718194054
5,5,19,5,7,14.722917647850052
33,3,15,3,40,53.934671834435576
41,2,15,3,46,80.17107367157341
1,5,18,4,3,9.671600062268588
29,1,12,3,41,144.8277783830173
8,5,12,4,21,19.395181669484604
26,3,8,3,32,49.64737073779501
41,4,12,4,49,59.16448834243728
33,3,8,4,39,46.03402689599168
39,3,19,2,46,76.68014519509038
23,1,11,4,32,100.45272490436334
48,2,14,4,61,126.08071396657773
16,1,18,4,19,64.02557186646116
28,1,19,5,37,124.14138119268334
35,5,18,0,45,44.371872859108116
49,4,9,4,53,59.90065012573339
11,3,8,2,22,20.408798591443855
30,1,9,0,37,110.84304211260273
48,1,14,5,51,246.54543049011596
8,2,10,2,13,23.075310319562128
18,2,12,2,23,48.48025806680595
45,4,8,5,53,55.302711889731626
45,3,17,5,56,89.02591490196625
16,1,17,2,21,77.2294674591457
1,5,17,3,8,9.662920029253131
39,2,15,5,43,96.93990658840738
4,1,11,4,10,27.180200116506725
38,5,20,3,52,42.64309199156527
47,1,17,5,57,237.3414157420772
15,4,9,2,26,30.544079334189504
16,4,15,5,30,21.24266223475912
26,5,17,4,30,40.23892475359367
6,2,12,2,11,19.6706136306479
7,4,9,3,19,14.76608711852851
7,2,16,5,14,21.164583991226774
22,5,13,1,33,36.610382788002504
31,5,15,0,37,30.514909439277226
42,1,19,5,56,217.19967878627202
46,5,19,2,57,59.57022153618081
17,1,9,3,28,68.34965015445029
37,2,20,3,41,94.11594856814936
11,1,12,4,21,65.78947639929683
14,2,18,3,27,43.71678974054466
27,4,10,5,38,33.34089225858586
37,2,15,1,48,101.8566233393472
49,3,8,2,55,71.2979141411837
30,1,16,4,35,141.20524074054512
8,4,13,2,20,13.408366289460728
7,2,20,6,17,19.416496313111573
45,5,8,1,46,56.55515885613504
18,1,10,4,31,70.41617605693575
50,2,20,1,57,109.37809422231359
7,4,15,3,21,15.889661605019807
33,5,15,6,43,36.33103311890452
3,1,10,1,14,20.141616223892864
30,4,17,5,44,47.612495792903914
37,5,15,5,48,46.305364253100066
2,3,13,3,15,8.770904606315689
34,5,14,0,42,39.7146738400915
18,1,9,4,31,73.28039400407259
42,3,8,5,45,76.62338322609271
28,2,18,4,33,72.8335205146299
9,3,20,6,11,12.471707747681208
11,3,20,0,12,9.982883531892725
45,3,8,2,46,67.9841261740512
29,5,10,2,40,34.828031984420974
29,3,14,3,35,56.04075711432645
17,3,16,4,25,34.70498609128802
23,2,20,0,24,55.40217332396957
31,3,9,5,40,45.92435602232857
8,5,13,3,16,13.081616206011295
46,4,15,3,49,70.111682792725
23,4,18,0,35,35.3108642558788
25,5,16,5,31,26.54752638485551
2,5,17,6,7,8.662329620306814
22,3,19,4,28,42.765088699735735
10,5,10,1,17,18.83634624788442
9,3,12,1,15,27.022230456232137
49,1,12,1,52,249.33503497001132
35,2,19,5,36,83.86282819990129
12,2,18,6,20,39.44912720658382
28,2,15,3,32,72.06774447329197
37,1,8,3,44,176.91882617425944
12,2,18,2,17,36.64407640447689
25,3,10,6,38,33.59602701542193
19,4,13,3,29,31.928194714365297
4,2,13,6,9,13.859339405058254
19,2,11,2,22,44.85462463797263
13,3,12,5,19,28.4092118622534
44,3,17,0,58,86.24439934152164
13,2,20,5,19,32.69420479321691
7,5,10,0,18,9.238835177319677
47,1,20,6,55,214.56892300734089
12,4,11,4,16,11.260103694279369
23,4,17,4,29,36.054943891085365
14,1,17,6,20,63.25627315034798
50,2,8,3,52,109.82121942387984
0,2,13,5,2,5.0926739805187475
21,2,12,4,22,58.58158702459192
33,2,12,2,43,84.86302743093965
49,2,19,0,63,114.03604632063043
50,4,20,5,51,68.50013683387253
39,2,11,5,49,104.85078372398743
2,3,16,2,10,3.229559836396053
25,5,18,2,36,38.018335605606204
13,2,20,5,27,26.792314424875123
40,3,18,1,41,74.95414434311076
7,4,16,6,18,5.4509367018086365
48,3,20,4,50,95.74485896143761
15,1,12,6,18,74.22462679110012
41,1,14,2,50,164.45451360478825
20,3,10,1,31,31.877537056132812
9,2,8,6,14,17.440554519214107
24,2,8,3,26,54.53320089942988
37,2,10,1,40,85.91691034861832
21,3,10,0,34,37.1892852500808
48,1,12,5,51,190.06792267809686
47,1,15,1,55,190.51156562897913
46,4,13,3,49,70.91851067715457
45,1,15,0,56,232.93200078743317
3,1,14,1,4,24.952091214011247
3,5,8,1,6,11.718302660135329
29,1,17,2,35,139.84529011356335
1,3,15,2,8,5.3416435573864085
28,2,8,2,30,57.20078436415816
42,3,12,4,46,74.11291012508184
35,2,10,2,42,77.33368330287679
20,2,14,2,26,57.35589830371543
20,4,12,3,28,35.91023990510197
47,1,9,2,55,171.6586307908237
20,4,8,6,31,29.275588754929068
3,2,17,1,6,18.617532829747503
0,5,13,2,13,10.036826283410972
25,5,13,0,39,35.76872744336767
50,4,15,0,56,66.93454365267516
1,4,16,2,9,7.777872529953477
8,1,20,1,18,36.313022833852514
44,4,9,4,50,54.0045742135196
17,4,20,2,30,23.07538238216267
47,3,12,0,48,84.73249461403432
47,4,12,1,48,60.14241312707333
41,4,17,4,51,71.87606024607636
40,3,15,2,54,59.82381178419323
10,2,16,4,22,33.31086376524197
24,2,12,6,28,71.6875930645797
25,3,12,3,29,41.069112958683455
35,1,10,3,49,127.73430505971685
41,4,13,1,48,65.37708999512023
34,1,14,6,47,140.90823306133402
37,5,10,4,42,47.65378516137713
2,1,9,3,11,10.815079624202596
40,4,19,2,44,48.73721657036613
34,2,20,5,39,85.19195567997798
49,4,9,6,59,68.02676888214071
39,4,16,2,50,43.45510539052198
21,4,13,4,34,35.30733269249772
7,1,9,3,13,33.73793114614383
14,2,12,1,17,41.15621348537932
44,2,14,2,57,115.84964110432443
6,1,8,4,20,28.212995089634507
18,1,18,5,23,90.00706609771419
39,1,20,6,46,177.92844198069574
41,5,15,3,53,48.662765110143226
16,5,18,1,19,24.99983316366845
0,4,20,5,7,1.6375860511934421
44,5,13,2,50,45.212934484251235
28,1,8,4,38,132.54194115588263
12,1,15,0,14,49.442407802868544
47,1,20,4,55,232.05679470206059
28,2,12,6,30,72.34852114241158
40,2,14,5,42,87.07518960238397
41,5,17,4,51,59.490016078317225
5,3,11,4,14,9.533469942784414
4,3,9,5,8,9.111912743476271
33,1,19,6,35,177.3191229681243
10,2,15,2,16,26.508851964200815
8,4,11,2,21,14.49108058992571
37,5,15,2,48,42.70992728524152
39,2,16,4,50,94.73105088194936
40,1,20,4,47,189.75263002781148
8,1,18,3,12,34.177061455920715
7,3,20,5,9,10.084125061104432
43,1,11,5,49,211.65389907026096
39,1,15,3,40,186.26359593558269
2,4,11,1,16,12.265435508436155
12,5,15,0,20,14.187681969853196
18,4,8,2,27,23.262161380422096
33,3,9,0,41,53.432471583231916
31,2,19,6,45,83.8921959954862
48,3,19,2,50,82.5375248188199
15,1,17,5,19,74.71254358781485
35,5,10,3,46,37.46212118957287
17,1,9,1,25,85.83296451668674
13,5,17,6,23,21.139806224511993
29,5,15,0,43,33.15599829160146
1,5,17,4,12,10.3134985558671
12,2,19,5,15,31.491844891378197
26,3,18,3,40,53.688225939917395
16,2,16,1,28,41.99763516304519
30,2,16,2,37,71.7638179458891
14,2,8,6,22,32.04816956627277
19,4,20,2,33,26.88742237411125
4,4,20,1,8,12.187128654850788
6,4,16,2,20,10.3700048133427
17,2,15,2,29,42.74661563798694
10,1,15,6,15,42.682597977868355
31,4,10,4,42,43.15566355263864
49,4,15,2,62,61.625238864212335
26,2,9,5,28,66.83779689046575
25,3,9,6,39,49.516513281699005
36,1,11,0,43,157.11357506409723
44,5,14,6,57,53.451446154230084
27,5,19,5,36,41.36918978412031
49,1,11,1,60,222.32036887697694
1,2,9,6,8,0.0
19,3,12,1,30,41.60261311040535
